no,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,,,,,,,,,,,,,,,,,
310,"I was so violently sick last night for 12 hours, I honestly thought god was doing an exorcist on me. Not pretty #FluSeason #FeelLikeDeath",FALSE,0,NA,2/26/19 20:27,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",natashalutzmann,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
312,It's spring! It's nearly spring! Everyone! Wear shorts and eat outside all at once! #fluseason #danishspring,FALSE,2,NA,2/26/19 19:49,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Mette_P,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
313,"With all due respect sick kids belong at home! #FluSeason Sneezing, coughing, runny noses, and #social gatherings for kids #DontMixWell",FALSE,0,NA,2/26/19 19:22,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",ConfessionsStay,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
314,Not a good look. #fluseason #sick 😷,FALSE,0,NA,2/26/19 19:20,FALSE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",ChibiLenne,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
315,Flu breakthrough: Universal vaccine may be in sight. #fluseason (Va @mnt),FALSE,0,NA,2/26/19 19:12,FALSE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",burtspharmacy,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
316,"If you are sick, please stay home. Don’t give the flu to others. #HealthyNOLA #FluSeason #CDCFlu…",FALSE,9,nolahealthdept,2/26/19 19:00,TRUE,1.10E+18,1.10E+18,720210428,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",nolahealthdept,7,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
317,Big parades start rolling tomorrow. Get your flu shot today before going out. The shot is safe for anyone over the…,FALSE,9,NA,2/26/19 19:00,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",nolahealthdept,6,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
318,"Ada preparing her elderberry, peanut butter spoons, trying to keep us all healthy! @mmporkchop #oneteam #fluseason",FALSE,12,NA,2/26/19 18:17,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",BistAmbika,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
319,"#FluTip: If you are at high risk for #flu complications, your #healthcareprovider can prescribe antiviral medicatio…",FALSE,0,NA,2/26/19 18:12,TRUE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",TuSNHD,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
320,"Join Julia Piwoz, M.D., pediatric Infectious Diseases with NBC New York LIVE discussing the flu and ways to prevent…",FALSE,0,NA,2/26/19 18:03,TRUE,NA,1.10E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",HackensackUMC,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
322,@thejessiecooper 🤢 WHY WOULD YOU DO THAT Ms. Preschool??😵 You KNOW!!!!!🤢#notsorry #sortasorry #allyalllostyourminds…,FALSE,0,thejessiecooper,2/26/19 17:57,TRUE,1.10E+18,1.10E+18,169141827,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",sweetsassysuZQ,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
323,"I realized why it’s weird to wave when meeting someone new. A Wave is met for greeting someone you already know, to…",FALSE,0,NA,2/26/19 17:53,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",MissEliza_Beth,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
324,"CDC reported 7 more flu-related pediatric deaths last week, bringing the total to 41 for the 2018-19 #fluseason.…",FALSE,18,NA,2/26/19 17:49,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",CDCFlu,26,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
325,This is totally me today 😢#fluseason #writing #writers #sick #getwell #journalism #reporter,FALSE,0,NA,2/26/19 17:24,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",TessietheWriter,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
329,Anne Arundel Medical Center is experiencing an increase in flu cases and there are visitor restrictions in place.…,FALSE,1,NA,2/26/19 16:17,TRUE,NA,1.10E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",MacKidAnnapolis,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
331,"In case you’re wondering how work is going, we practically just hotboxed our office with @Lysol #fluseason",FALSE,6,NA,2/26/19 15:46,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",nosayslion,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
332,"I'm too busy to deal with #flu. That's why I take on these natural, drug-free sources when #fluseason comes around…",FALSE,0,NA,2/26/19 15:46,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",bydavidsteinman,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
333,"The decision is real... The quarrels from confinement are hardcore... However, the other option isn't very enticin…",FALSE,0,NA,2/26/19 15:39,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",PrincipalParent,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
334,"Health experts report that a more severe #flu strain accounts for nearly half of all new cases, and #fluseason coul…",FALSE,0,NA,2/26/19 15:15,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",FitzGab,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
335,Nothing more awkward than being in a stall next to someone strugglin’ &amp; being suuuper audible about it 💩🙉 #fluseason,FALSE,1,NA,2/26/19 14:50,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",karressabmac,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
336,How to Keep the Flu Out of Your Office #VanguardCleaningSystems #FluSeason,FALSE,0,NA,2/26/19 14:46,FALSE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",JanitorialChica,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
337,The CDC has found that the peak month for the flu is February. We're not out of the woods yet! Be vigilant in clean…,FALSE,0,NA,2/26/19 14:35,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",benbugajewski,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
338,Your #HigherEd disinfection lesson for the day. Be sure to work with your cleaning team to modify procedures to avo…,FALSE,0,NA,2/26/19 14:15,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",ch_miller_2024,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
341,Fecal matter can be found on 1 out of every 6 smartphones 💩 🦠 YUCK! Wash your screen and wash your hands!!! #flu…,FALSE,52,NA,2/26/19 11:54,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",NBSaphierMD,16,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
342,The pulse of the rebounding sea: @hels threaded a hilarious pitch for this #languagelovers' book where every phrase…,FALSE,0,NA,2/26/19 8:38,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",neuroadept,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
343,There is TRULY nothing like cleaning vomit off the floors at work. #hotmess #nothanks #notmine #alreadyonantibiotics #fluseason,FALSE,2,NA,2/26/19 8:26,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",rebekah_nadel,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
344,"On the upside, as long as I'm in the bathtub I can somewhat breathe. Maybe I'll emerge from the #fluseason as a mermaid? #staypositive",FALSE,1,neuroadept,2/26/19 8:26,FALSE,1.10E+18,1.10E+18,1460664344,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",neuroadept,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
345,"According to new data by @CDCgov, this year's #flu vaccine is 47% effective, compared to the previous 2 years' rate…",FALSE,11,NA,2/26/19 8:24,TRUE,NA,1.10E+18,NA,"<a href=\http://www.socialflow.com\"" rel=\""nofollow\"">SocialFlow</a>""",USAFacts,5,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
346,#NEWS: Flu vaccine shown to keep illnesses at bay during this #FluSeason #health,FALSE,0,NA,2/26/19 8:00,FALSE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",mOppenheimTV,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
349,I’d give anything for the chocolatiest chocolate drink right now. #fluseason #notgood #butright,FALSE,0,NA,2/26/19 7:02,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",nanadzulkefflee,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
350,Pain Meds introduced themself to Flu Flu gets worries for a second and backs off thinking Pain Meds crew of pills…,FALSE,0,NA,2/26/19 5:27,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",e_usher,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
353,I like to take NyQuil then announce to Nick that he has 15 minutes to get ready for bed #fluseason #sosick,FALSE,1,NA,2/26/19 3:33,FALSE,NA,1.10E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",itsmegl13,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
354,@DantonKHilton Sucks I’m missing out on that game couldn’t attend due to sickness #fluseason,FALSE,0,DantonKHilton,2/26/19 3:22,FALSE,1.10E+18,1.10E+18,67241999,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",sethwilliams13,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
355,#phenylephrine vs. #pseudoephedrine: You need a prescription for pseudoephedrine in #Oregon; I’m not sure if other…,FALSE,1,NA,2/26/19 3:03,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",kozierachi,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
356,"Coughing and wheezing with three simultaneous voices. I am Legionnaire, Champion Lancer of Nurgle. #FluSeason",FALSE,1,NA,2/26/19 2:57,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Urethramancer,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
357,Or it could just be the flu... 🤷🏽‍♂️ #fluseason 😂😂,FALSE,1,NA,2/26/19 2:41,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",PhillipJordan,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
358,"During most flu seasons, people aged 65+ years bear the greatest burden of severe flu disease. Take these actions t…",FALSE,4,NA,2/26/19 1:50,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",UHhospitals,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
360,Babe is out buying the whole pharmacy for me ❤️ #sick #FluSeason ima beat you up stupid flu,FALSE,0,NA,2/26/19 1:25,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",DolceRam23,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
361,"#Fluseason 2019: Severe strain on the rise, what you should know",FALSE,0,NA,2/26/19 1:22,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",kcdiversity,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
362,"Is there evidence that requiring healthcare workers to get an annual flu shot, in institutions with elderly reside…",FALSE,3,NA,2/26/19 1:15,TRUE,NA,1.10E+18,NA,"<a href=\https://app.agorapulse.com\"" rel=\""nofollow\"">AgoraPulse Manager</a>""",picphysicians,2,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
363,"Does flu and cold season have you feeling under the weather lately? Cure the sick-day blues with a twist, try this…",FALSE,2,NA,2/26/19 1:00,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",robynsantafe,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
364,What to do if you think your child has the flu - Link: - @HarvardHealth #Flu…,FALSE,0,NA,2/26/19 0:47,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Viva_LNK,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
365,"Most medications are safe to take while breastfeeding, and for those that are not recommended there is almost alway…",FALSE,9,LaLecheLeagueUS,2/26/19 0:39,TRUE,1.10E+18,1.10E+18,821941410,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",LaLecheLeagueUS,4,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
367,Everyone during flu season . . . . . . . #flu #season #fluseason #watchout #sick #bronchitis #comedy #video #viral…,FALSE,0,NA,2/25/19 23:02,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",SterlingThrill,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
370,Wetting your fingertips is not the same as washing your hands. @all the women in terminal c #fluseason,FALSE,1,NA,2/25/19 22:43,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",RobinlikeaBird,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
371,Keep washing those hands #Virginia! #VDH has a list of tips to help combat flu season here:,FALSE,0,NA,2/25/19 22:32,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",VDHLiveWell,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
373,"CDCemergency: RT CDCgov: New CDC study shows flu vaccine prevented more than 7 million flu illnesses, 109,000 flu h…",FALSE,0,NA,2/25/19 22:07,TRUE,NA,1.10E+18,NA,"<a href=\https://ifttt.com\"" rel=\""nofollow\"">IFTTT</a>""",APHAMensHealth,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
374,Don't let #fluseason get you down! Check out these Cold and Flu Season Tips for Couples #RDchat,FALSE,1,NA,2/25/19 22:03,FALSE,NA,1.10E+18,NA,"<a href=\https://coschedule.com\"" rel=\""nofollow\"">CoSchedule</a>""",MandyEnrightRD,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
375,"Mama, you can handle anything—even flu season 💪 - Motherly #motherhood #fluseason #parenting",FALSE,0,NA,2/25/19 22:00,FALSE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",ParentingAtHome,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
376,"Do flu shots ''wear out?\ #FluShot #FluSeason""",FALSE,1,NA,2/25/19 21:48,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",DohenyKathleen,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
379,Here's what you need to know about flu season right now! #healthandwellness…,FALSE,0,NA,2/25/19 21:33,TRUE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",agapenutrition,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
380,Some times I'm a sloppy mess and just want to apologise in advance and move on #still #takeitasyouwant #fluSeason,FALSE,0,NA,2/25/19 20:27,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",dropdeadfrog,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
381,Be Good to Yourself and Others This #FluSeason.,FALSE,2,NA,2/25/19 20:00,FALSE,NA,1.10E+18,NA,"<a href=\https://www.sprinklr.com\"" rel=\""nofollow\"">Sprinklr</a>""",FLBlue,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
382,"Not how I wanted to spend my Monday. As a teacher, I hate being out of the classroom! #teacherlife #healthcare…",FALSE,0,NA,2/25/19 19:47,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",MissKatieDi,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
384,"Yup, it's still #fluseason.",FALSE,1,NA,2/25/19 19:20,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",UACampusHealth,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
385,Flu season is almost over! Stay healthy with these easy-to-follow tips. &gt;&gt; #fluseason…,FALSE,0,NA,2/25/19 19:11,TRUE,NA,1.10E+18,NA,"<a href=\http://www.hubspot.com/\"" rel=\""nofollow\"">HubSpot</a>""",AshiMedic,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
387,The 2018-2019 #fluseason is showing no signs of decline as activity measures continued to increase into mid-Februar…,FALSE,0,NA,2/25/19 19:00,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",MDedgeFamilyMed,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
388,#Learn about the #fluseason cure that comes straight from the earth! @JaquelineStone_ is telling you now in her…,FALSE,0,NA,2/25/19 18:47,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",RedInkPub,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
389,Here's What You Can Do to Be Prepared for Peak Flu Season #fluseason #flu #health,FALSE,0,NA,2/25/19 18:12,FALSE,NA,1.10E+18,NA,"<a href=\https://coschedule.com\"" rel=\""nofollow\"">CoSchedule</a>""",faithhealthhome,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
390,Is #ChickenSoup really all it's hyped up to be for sickness??? Check out this teaser from Episode 14 of the Nutriti…,FALSE,1,NA,2/25/19 18:04,TRUE,NA,1.10E+18,NA,"<a href=\https://coschedule.com\"" rel=\""nofollow\"">CoSchedule</a>""",MandyEnrightRD,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
392,Flu season is in full swing! #torontowellness #fluseason #naturopathtoronto #naturopath #proactivehealth,FALSE,0,NA,2/25/19 17:09,FALSE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",TWellnessCentre,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
393,"To avoid missing out on holiday events and vacations, protect yourself with the flu vaccine. The CDC recommends tha…",FALSE,0,NA,2/25/19 17:02,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",bolling_md,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
395,Cleaning Will Help Workers Stay Healthy #fluseason #stayhealthy,FALSE,0,NA,2/25/19 16:38,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",MasterCareClean,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
397,"Idaho has seen 18 flu-related deaths this season, but none in Magic Valley: #TwinFalls…",FALSE,0,NA,2/25/19 16:28,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",julieswootton,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
398,How to Avoid a Brutal Flu Season Like Last Year - visit your local Novant Health-GoHealth U…,FALSE,0,NA,2/25/19 16:24,TRUE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",GHUC_NC,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
399,Data collected by the CDC estimates that the flu #vaccine has reduced the risk of medically attended acute respirat…,FALSE,0,NA,2/25/19 16:17,TRUE,NA,1.10E+18,NA,"<a href=\http://app.sendblur.com\"" rel=\""nofollow\"">Social Media Publisher App </a>""",AHPVaccines,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
400,H1N1 #Fluseason is back. Just got vaccinated.,FALSE,0,NA,2/25/19 16:00,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",MKasanwirdjo,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
401,"Flu viruses are circulating across most of the country, with 48 states reporting widespread flu activity. Learn m…",FALSE,24,NA,2/25/19 15:37,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",CDCFlu,46,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
402,How to Avoid a Brutal Flu Season Like Last Year - visit your local Legacy-GoHealth Urgent C…,FALSE,1,NA,2/25/19 15:14,TRUE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",GHUC_Northwest,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
403,Flying first-class with the flu? Road warrior Jane Howze offers this guide to surviving an out-of-town illness.…,FALSE,0,NA,2/25/19 15:05,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",Alexander_Group,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
404,"This #fluseason, laboratories have tested more than 30,000 flu viruses through Feb 2, 2019. To date, more than 97%…",FALSE,0,NA,2/25/19 15:01,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",Amerigroup,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
406,We are not through flu season yet! MotherToBaby experts explain why preventing the flu during pregnancy is key.…,FALSE,1,NA,2/25/19 14:46,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",MotherToBaby,2,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
407,How to Avoid a Brutal Flu Season Like Last Year - visit your local GoHealth Urgent Care cen…,FALSE,1,NA,2/25/19 14:44,TRUE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",GoHealthUC,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
408,New study found that patients who contract an #influenza-like illness have an increased risk of #stroke. Find out m…,FALSE,0,NA,2/25/19 14:18,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",PatientCareUBM,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
409,The CDC says flu season isn't over yet. Make sure you're helping your loved one take steps to stay healthy.…,FALSE,1,NA,2/25/19 14:16,TRUE,NA,1.10E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",BSCLaGrange,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
412,I’ll take a bar fight over a common cold any day #coughcold #fluseason #visitdoctors #sickeness #weakness,FALSE,0,NA,2/25/19 13:20,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",mymagazeti,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
413,"📣 Gizmo of the Week! 📣 It's flu season 🤧 so after you wash your hands, log in and learn more about viruses w/ our V…",FALSE,2,NA,2/25/19 13:08,TRUE,NA,1.10E+18,NA,"<a href=\https://www.oktopost.com\"" rel=\""nofollow\"">Oktopost</a>""",NPoliteGizmos,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
416,"to those of you who don't get the flu shot because \it never works\"" well you know what... it did this year. Fun fac…""",FALSE,2,NA,2/25/19 6:16,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",nofreakenbueno,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
418,Halls makes honey chamomile cough drops. #halls #fluseason,FALSE,1,NA,2/25/19 5:09,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",SarahTakesEarth,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
419,It is #fluseason.,FALSE,0,NA,2/25/19 4:38,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",nursingmedialab,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
420,Del Torro should’ve stayed home tonight if he had fever yesteday lol ! Dont spred the germs #fluseason #Oscar2019,FALSE,0,NA,2/25/19 4:09,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",machidoanca,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
421,Don’t shake Guillermo’s hand! #Fluseason #AcademyAwards2019,FALSE,41,NA,2/25/19 4:08,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",derekhaas,5,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
