no,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,,
63,When your house turns into a sick ward! #fluseason,FALSE,1,NA,3/6/19 12:47,FALSE,NA,1.10328E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",williamshriner,0,FALSE,FALSE,NA,NA,,
64,Stay warm out there.. wash your hands.. use hand sanitizers.. Try not to spread germs kids! #fluseason #peelfam…,FALSE,1,NA,3/6/19 12:25,TRUE,NA,1.10327E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Charlottemazur1,0,FALSE,FALSE,NA,NA,,
65,How can you tell if something is truly clean? A new method combines #AI and hyperspectral imaging to reveal what's…,FALSE,1,NA,3/6/19 9:22,TRUE,NA,1.10322E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",AaltoUniversity,0,FALSE,FALSE,NA,NA,,
66,Just got yelled at by a vomiting 5 year old because #momlife (She wanted medicine and I said no b/c it won't stay d…,FALSE,0,NA,3/6/19 7:41,TRUE,NA,1.1032E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",TCowle,0,FALSE,FALSE,NA,NA,,
67,"I have to admit, I am not very risk adverse. For example, I have never had a flu shot in my life. Yep, living on th…",FALSE,0,NA,3/6/19 5:46,TRUE,NA,1.10317E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",BradALevin,0,FALSE,FALSE,NA,NA,,
68,Don't forget to change your #toothbrush after you're sick! #stayhealthy #fluseason,FALSE,0,NA,3/6/19 2:51,FALSE,NA,1.10313E+18,NA,"<a href=\https://www.socialreport.com\"" rel=\""nofollow\"">SocialReport.com</a>""",FraserVDentist,0,FALSE,FALSE,NA,NA,,
69,The Lord replied: \ my presence will go with you," and I will give you rest.\"" Exodus 33:14 #FluSeason🤒🤒🤒""",FALSE,1,NA,3/6/19 2:42,FALSE,NA,1.10312E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",ThonTon2,2,FALSE,FALSE,NA,NA,
70,A love note to my fellow educators... #fluseason,FALSE,11,NA,3/6/19 2:38,FALSE,NA,1.10312E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",JordansJargon,1,FALSE,FALSE,NA,NA,,
71,Getting chapped lips suck. But having a runny ass nose and then getting some chapped nostrils is worse. #fluseason,FALSE,1,NA,3/6/19 2:33,FALSE,NA,1.10312E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Monicaminty,0,FALSE,FALSE,NA,NA,,
72,Hand sanitizer greeting for morning meeting! #responsiveclassroom #WeAreDPS #fluseason #FalconsSoar,FALSE,6,NA,3/6/19 1:48,FALSE,NA,1.10311E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",MsNash1st,0,FALSE,FALSE,NA,NA,,
73,"Just charcoal-clay-masked, bubble-bathed my way through this damn cold. Charcoal removes toxins right? Totally coun…",FALSE,0,NA,3/6/19 1:36,TRUE,NA,1.10311E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",cdubbs420,0,FALSE,FALSE,NA,NA,,
74,"Being sick SUCKS 😷🤧🤒 but at least I have a cute boyfriend who is playing doctor, nurse, masseuse and all around bes…",FALSE,0,NA,3/6/19 1:09,TRUE,NA,1.1031E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",MirandaLBusby,0,FALSE,FALSE,NA,NA,,
75,"Apparently, wearing onions on the backs of your feet helps cure colds. After 10 days of suffering, I’ll try almost…",FALSE,10,NA,3/6/19 0:25,TRUE,NA,1.10309E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",MeredithSchorr,0,FALSE,FALSE,NA,NA,,
76,Not the one when you finally finish work for 2 weeks annual leave and you’ve got a chest infection 😭😭😭😭 #FluSeason,FALSE,0,NA,3/5/19 23:42,FALSE,NA,1.10308E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",SugaTaeKookie95,0,FALSE,FALSE,NA,NA,,
77,I mean it is #Fluseason 🤫🤧,FALSE,0,NA,3/5/19 23:36,FALSE,NA,1.10308E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",EmpressJordann,0,FALSE,FALSE,NA,NA,,
79,"Oh. On said story, I've written 280 words....#fluseason",FALSE,1,NA,3/5/19 22:51,FALSE,NA,1.10307E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",AbigailBassett,0,FALSE,FALSE,NA,NA,,
81,"✨ To keep your #house_clean and #disinfected always,♻️ You have to be careful where more bacteria are there so as…",FALSE,0,NA,3/5/19 22:27,TRUE,NA,1.10306E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",cindysjanitoria,0,FALSE,FALSE,NA,NA,,
82,When you sneeze so hard that your shoulder hurts... 🤧🤒 #fluseason,FALSE,0,NA,3/5/19 22:27,FALSE,NA,1.10306E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",benmcgue730,0,FALSE,FALSE,NA,NA,,
83,It's my favourite season 🙄#fluseason #saidnooneever,FALSE,0,NA,3/5/19 22:09,FALSE,NA,1.10306E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",BrittanySalisb6,0,FALSE,FALSE,NA,NA,,
84,"Good news for now... the number of reported flu cases in Montana are decreasing. But, state health officials are ex…",FALSE,0,NA,3/5/19 21:51,TRUE,NA,1.10305E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",KaitlinM_abcfox,0,FALSE,FALSE,NA,NA,,
85,"Joeseph B. Friedman invented the ‘bendy’ straw in the 1930’s, making drinking easier for sick people all over the world. #fluseason",FALSE,2,NA,3/5/19 21:16,FALSE,NA,1.10304E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",sandyoianthomas,1,FALSE,FALSE,NA,NA,,
86,Genuinely don’t remember the last time I got a good night’s sleep. Def been over a week. #fluseason,FALSE,0,NA,3/5/19 21:09,FALSE,NA,1.10304E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",chugh4,0,FALSE,FALSE,NA,NA,,
87,Did the cold and flu make its way into your house this year? @todaysparent shares 5 nutritious &amp; delicious foods th…,FALSE,0,NA,3/5/19 19:30,TRUE,NA,1.10301E+18,NA,"<a href=\http://www.falcon.io\"" rel=\""nofollow\"">Falcon Social Media Management </a>""",ideaMuseumMesa,0,FALSE,FALSE,NA,NA,,
88,"With 15% of their staff out and 25% of students in 2 out of 5 schools absent, Wagoner Public Schools officials are…",FALSE,0,NA,3/5/19 19:30,TRUE,NA,1.10301E+18,NA,"<a href=\https://www.sprinklr.com\"" rel=\""nofollow\"">Sprinklr</a>""",CloroxPro,1,FALSE,FALSE,NA,NA,,
89,"#Sickwhilepregnant? Here are 16 things you can do to help you feel better faster, from the…",FALSE,0,NA,3/5/19 19:11,TRUE,NA,1.10301E+18,NA,"<a href=\http://www.hubspot.com/\"" rel=\""nofollow\"">HubSpot</a>""",whpediatrics,0,FALSE,FALSE,NA,NA,,
90,Tips for helping patients manage the #Flu... And here's how US Med-Equip is helping healthcare providers and hospi…,FALSE,0,NA,3/5/19 18:57,TRUE,NA,1.10301E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",usmedequip,0,FALSE,FALSE,NA,NA,,
91,The 2018-2019 #fluseason may have peaked as the major nationwide measure of #influenza activity held steady for the…,FALSE,0,NA,3/5/19 18:34,TRUE,NA,1.103E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",ClinRev,0,FALSE,FALSE,NA,NA,,
92,"The #CDC Flu map for week 8 - ending February 23 - shows only Hawaii and Washington, D.C. without widespread influe…",FALSE,0,NA,3/5/19 18:00,TRUE,NA,1.10299E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",MMCAP_Online,0,FALSE,FALSE,NA,NA,,
93,Each year #FluSeason comes with a new vaccine to protect against a different strain of the flu virus. #UMaine resea…,FALSE,8,NA,3/5/19 17:30,TRUE,NA,1.10298E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",UMaine,4,FALSE,FALSE,NA,NA,,
94,Everyone at work (including me) is sniffling and coughing. It’s like we are all back in pre school lol. #fluseason,FALSE,1,NA,3/5/19 17:17,FALSE,NA,1.10298E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",GiselleArica,0,FALSE,FALSE,NA,NA,,
95,Don’t let the #flu keep you from celebrating Mardi Gras – there’s still time to get your flu shot! #flushot…,FALSE,0,NA,3/5/19 17:00,TRUE,NA,1.10298E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",QualityInsights,0,FALSE,FALSE,NA,NA,,
