no,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,,
93,Down and out with the flu folks. There’s going to be a delay in soap of the month orders. I’ll get caught up as soo…,FALSE,0,NA,3/7/19 18:05,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",Skylinesoap,0,FALSE,FALSE,NA,NA,,
94,#FluFact: We received reports of 550 #flu-related hospitalizations this #fluseason. Most in people over age 50. Ant…,FALSE,0,NA,3/7/19 18:05,TRUE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",TuSNHD,0,FALSE,FALSE,NA,NA,,
95,"Missing my co-presenter, @queenoftheL for our @Flipgrid Presentation. However, with the #flu, she’s at home where s…",FALSE,4,NA,3/7/19 18:01,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",teachnMedlin,0,FALSE,FALSE,NA,NA,,
97,Suffering with flu? Feeling poorly? We have been there. Take a look at this great post #flu #Australia,FALSE,0,NA,3/7/19 18:00,FALSE,NA,1.10E+18,NA,"<a href=\https://www.socialoomph.com\"" rel=\""nofollow\"">SocialOomph</a>""",mumthatsme,0,FALSE,FALSE,NA,NA,,
98,#DYK Approx. 30% of Europe's population gets the #flu each year. Keeping your hands germ-free with frequent and tho…,FALSE,0,NA,3/7/19 18:00,TRUE,NA,1.10E+18,NA,"<a href=\http://www.linkedin.com/\"" rel=\""nofollow\"">LinkedIn</a>""",shawnoiler,0,FALSE,FALSE,NA,NA,,
99,"At NOWmed, we're committed to providing quality treatment with short wait times. Let us treat you today at 555 West…",FALSE,0,NA,3/7/19 17:37,TRUE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",NOWmedUC,0,FALSE,FALSE,NA,NA,,
100,JUST IN: #Connecticut #flu deaths up to 40 this season. 3 more people have died since last week's update:,FALSE,1,NA,3/7/19 17:36,FALSE,NA,1.10E+18,NA,"<a href=\http://www.socialnewsdesk.com\"" rel=\""nofollow\"">SocialNewsDesk</a>""",WTNH,1,FALSE,FALSE,NA,NA,,
101,The CDC warns about a second wave of influenza across the Mid-Atlantic. @13AdrianaDeAlba spoke with Patient First's…,FALSE,0,NA,3/7/19 17:33,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",PatientFirst,1,FALSE,FALSE,NA,NA,,
102,HOW precious is this??? Over the weekend @marjoharden got the flu! Lucy knew she wasn’t feeling good and took car…,FALSE,1,NA,3/7/19 17:23,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",losthollowband,0,FALSE,FALSE,NA,NA,,
103,#Flu report: 15 more deaths reported across Oklahoma as secondary strain sickens more patients…,FALSE,0,NA,3/7/19 17:22,TRUE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",tulsaworld,1,FALSE,FALSE,NA,NA,,
104,Most #parents still rely on these 3 myths to avoid colds #children #flu,FALSE,0,NA,3/7/19 17:22,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",HealthyKidsBlog,0,FALSE,FALSE,NA,NA,,
105,"Dr. Humphries, MD, nephrologist: I started questioning #vaccines after seeing kidney functions go down within 24h a…",FALSE,10,NA,3/7/19 17:20,TRUE,NA,1.10E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,7,FALSE,FALSE,NA,NA,,
106,"CDC released updated immunizations schedules for 2019. #HCPs, you can look here for the latest information on #flu…",FALSE,15,NA,3/7/19 17:20,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",CDCFlu,13,FALSE,FALSE,NA,NA,,
107,Feeling like the #flu.,FALSE,0,NA,3/7/19 17:17,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",TheBigMakis,0,FALSE,FALSE,NA,NA,,
108,"Illness spreads quickly in the classroom. In one Chicago area school, 20% of the student body were out sick with…",FALSE,0,NA,3/7/19 17:15,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",famfightflu,1,FALSE,FALSE,NA,NA,,
109,FDA Accepts Supplemental New Drug Application for Baloxavir Marboxil for Treating #Flu in People at High Risk of Co…,FALSE,3,NA,3/7/19 17:10,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",Pharmacy_Times,3,FALSE,FALSE,NA,NA,,
110,My babies comforting me on my death bed. #flu #petsofinstagram,FALSE,0,NA,3/7/19 17:05,FALSE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",ellenjules,0,FALSE,FALSE,NA,NA,,
111,"A universal flu vaccine would be effective for years, allowing us to not get a new shot every single year. However,…",FALSE,0,NA,3/7/19 17:02,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",BehmFamilyPrac,0,FALSE,FALSE,NA,NA,,
112,Wondering what to tell your #flu patient who you are sending home? The CDC recommends staying home for at least 24…,FALSE,0,NA,3/7/19 17:01,TRUE,NA,1.10E+18,NA,"<a href=\https://www.semrush.com/\"" rel=\""nofollow\"">SEMrush Social Media Tool</a>""",EBmedicine,0,FALSE,FALSE,NA,NA,,
113,Is the Flu Vaccine the Solution or the Problem? Read more: #kellybroganmd #AMindofYourOwn…,FALSE,10,NA,3/7/19 17:01,TRUE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",kellybroganmd,2,FALSE,FALSE,NA,NA,,
114,"View the latest weekly surveillance report for #flu and flu-like illnesses 😷, the Florida Flu Review. Week 9 full r…",FALSE,1,NA,3/7/19 16:59,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",HealthyEscambia,0,FALSE,FALSE,NA,NA,,
115,You might have heard from your mom that chicken soup is therapeutic. And she was right. Here's why! @_pHLabs…,FALSE,0,NA,3/7/19 16:39,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",donnas92,0,FALSE,FALSE,NA,NA,,
116,This year’s flu vaccine has a high level of protection as confirmed by @PHE_uk. If your child is 2 or 3 years old…,FALSE,0,NA,3/7/19 16:31,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",TamesideCouncil,0,FALSE,FALSE,NA,NA,,
117,"This is good news! Hand washing habits improve when #flu season hits, survey shows",FALSE,0,NA,3/7/19 16:30,FALSE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",SterileSpace,0,FALSE,FALSE,NA,NA,,
118,Some of you didn't learn how to wash your hands properly in kindergarten and it shows #stopspreadinggerms…,FALSE,2,NA,3/7/19 16:25,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",MsAmandaMeador,0,FALSE,FALSE,NA,NA,,
119,"Yes, yes, lock him up! Along with my sons who have been so kind to share their #flu with me now. 😷",FALSE,0,NA,3/7/19 16:08,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",TriformisMundus,0,FALSE,FALSE,NA,NA,,
120,I've been in bed since 1pm yesterday. 🤧🤒🤕 #flu,FALSE,0,NA,3/7/19 16:05,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",brittastic85,0,FALSE,FALSE,NA,NA,,
121,I've lost 1.3 kg since Sunday. That's not good. #flu,FALSE,0,NA,3/7/19 16:04,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",BrownKnowser,0,FALSE,FALSE,NA,NA,,
122,Looking for the latest #flu season data? It's available right at your fingertips:,FALSE,0,NA,3/7/19 16:00,FALSE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",QualityInsights,0,FALSE,FALSE,NA,NA,,
123,"So far this #flu season, 45 people have died of influenza-related issues in San Diego County…",FALSE,0,NA,3/7/19 16:00,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",NFIDvaccines,1,FALSE,FALSE,NA,NA,,
124,Read yesterday’s #biomerieuxconnection article for the latest statistics on this year’s #flu season.,FALSE,2,NA,3/7/19 16:00,FALSE,NA,1.10E+18,NA,"<a href=\http://www.salesforce.com\"" rel=\""nofollow\"">Salesforce - Social Studio</a>""",biomerieux_inc,1,FALSE,FALSE,NA,NA,,
126,#STUDY: Failure of #Flu A #Vaccine to Protect Healthy Children Aged 6-24 months,FALSE,1,NA,3/7/19 15:24,TRUE,NA,1.10E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,0,FALSE,FALSE,NA,NA,,
127,"#Flu season is NO JOKE!!! OMG everyone I know is getting sick!!! Please read these 3 tips I shared on my blog, I ho…",FALSE,0,NA,3/7/19 15:21,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",namibycandy,0,FALSE,FALSE,NA,NA,,
128,"We’re still in the middle of #flu season! Flu season can start in October and last as long as May, so it’s importan…",FALSE,0,NA,3/7/19 15:15,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",SFFamilyDocs,0,FALSE,FALSE,NA,NA,,
129,"Did you get a #flushot this year? As we reach peak #flu season, @kinsa is providing real-time tracking data as the…",FALSE,1,NA,3/7/19 15:11,TRUE,NA,1.10E+18,NA,"<a href=\https://www.sprinklr.com\"" rel=\""nofollow\"">Sprinklr</a>""",DeloitteHealth,1,FALSE,FALSE,NA,NA,,
130,There's still time to get your #flu shot! #FightFlu,FALSE,1,NA,3/7/19 15:10,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",SedgwickCounty,0,FALSE,FALSE,NA,NA,,
131,"\We lack surveillance data to tell us how widely distributed bat #flu viruses are... the lack of human infections b…""",FALSE,4,NA,3/7/19 15:08,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",AmeshAA,1,FALSE,FALSE,NA,NA,,
132,"Hey Anti Vaxxers When you kid is dead from a preventable disease, don’t cry about it in front of me.…",FALSE,0,NA,3/7/19 15:02,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",YallHearThis,0,FALSE,FALSE,NA,NA,,
133,This article from @TheScientist is a must read. #Alzheimers #Parkinsons,FALSE,0,NA,3/7/19 15:00,FALSE,NA,1.10E+18,NA,"<a href=\https://panel.socialpilot.co/\"" rel=\""nofollow\"">SocialPilot.co</a>""",WrldwideLifeSci,0,FALSE,FALSE,NA,NA,,
134,It's not too late. Vaccination can prevent #flu or lessen the severity of symptoms.,FALSE,0,NA,3/7/19 14:59,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",MedicalLetter,1,FALSE,FALSE,NA,NA,,
135,@CDCgov predicts there are still weeks of #flu activity to come this season. It’s not too late to protect you and y…,FALSE,0,CDCgov,3/7/19 14:55,TRUE,NA,1.10E+18,146569971,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",CherryHealthMI,0,FALSE,FALSE,NA,NA,,
136,CDC predicts that there are still weeks of #flu activity to come this season. It’s not too late to protect yourself…,FALSE,34,NA,3/7/19 14:43,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",CDCFlu,32,FALSE,FALSE,NA,NA,,
137,Getting a #flu shot while hospitalized lowers the chance of a #heartattack,FALSE,0,NA,3/7/19 14:41,FALSE,NA,1.10E+18,NA,"<a href=\https://sciencex.com/\"" rel=\""nofollow\"">Science X Status Updates</a>""",physorg_health,0,FALSE,FALSE,NA,NA,,
138,@teachnMedlin @ncties I am SO sad to not be there #flu. I know you will do a great job. Please tell me all about Jeff and Dean. 😀,FALSE,2,teachnMedlin,3/7/19 14:19,FALSE,1.10E+18,1.10E+18,1596621235,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",queenoftheL,0,FALSE,FALSE,NA,NA,,
139,"Some people are not able to be vaccinated for medical reasons, including this young child who recently died from…",FALSE,5,NA,3/7/19 14:13,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",famfightflu,5,FALSE,FALSE,NA,NA,,
140,"March 2019: #equine #flu in Staffordshire. On 4 March 2019, AHT confirmed an outbreak of EI on a premises in Staffo…",FALSE,9,NA,3/7/19 14:07,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",equiflunet,6,FALSE,FALSE,NA,NA,,
141,About to quit my job. Everyone’s sick #flu,FALSE,0,NA,3/7/19 14:06,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",SnowBunniCandi,0,FALSE,FALSE,NA,NA,,
142,"@MidSentryModern @saoirse_vapor @firemanjohn628 @PattyMurray Injecting children with aluminum neurotoxins, retrovir…",FALSE,2,MidSentryModern,3/7/19 14:02,TRUE,1.10E+18,1.10E+18,136405463,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,2,FALSE,FALSE,NA,NA,,
143,TIPS to help dodge illness when flying- in @Daily_Express w/ @ShonaWilkinson ✈️ &gt;,FALSE,2,NA,3/7/19 13:32,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Unbeelievable,1,FALSE,FALSE,NA,NA,,
144,Flu cases are on the rise in Central Ohio. Parents: Here are 4 things you should know if you think your child has t…,FALSE,0,NA,3/7/19 13:30,TRUE,NA,1.10E+18,NA,"<a href=\https://www.sprinklr.com\"" rel=\""nofollow\"">Sprinklr</a>""",nationwidekids,1,FALSE,FALSE,NA,NA,,
145,#Genetic SNP of the day: rs16944 (IL1B gene): GG: half as likely to get the H3N2 flu AA &amp; AG: normal risk of g…,FALSE,0,NA,3/7/19 13:05,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",GeneticLifehack,0,FALSE,FALSE,NA,NA,,
146,"Sick with #flu? STAY HOME! Even if your illness is mild, you can still spread it to others. Avoid spreading flu by…",FALSE,2,NA,3/7/19 13:00,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",PAHealthDept,1,FALSE,FALSE,NA,NA,,
147,ramen or molo soup please 🙏 #sipon #ubo #flu,FALSE,0,NA,3/7/19 12:56,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",garrixparty,0,FALSE,FALSE,NA,NA,,
148,"The influenza virus has hit the nation hard this year. The Flu strain H1N1 of Influenza, however, has taken a hike…",FALSE,0,NA,3/7/19 12:55,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",starhospitalsin,1,FALSE,FALSE,NA,NA,,
149,Dr. Offit vs. Dr. Moss on #FluShot Dr. Alvin Moss' testimony was given before a Senate C…,FALSE,1,NA,3/7/19 12:47,TRUE,NA,1.10E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,0,FALSE,FALSE,NA,NA,,
150,"@LuronneCachia We’re sorry to hear you’re not feeling well today. Get some rest, stay hydrated and remember: your f…",FALSE,1,LuronneCachia,3/7/19 12:43,TRUE,1.10E+18,1.10E+18,8.00E+17,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",BestmedScheme,0,FALSE,FALSE,NA,NA,,
151,"@Lsgeee We’re sorry to hear you’re not feeling well today. Get some rest, stay hydrated and remember: your follower…",FALSE,0,Lsgeee,3/7/19 12:39,TRUE,1.10E+18,1.10E+18,112949941,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",BestmedScheme,0,FALSE,FALSE,NA,NA,,
152,"This fever is real... I don't know why it's hitting me so hard this year, but I honestly feel like I am dying in th…",FALSE,0,NA,3/7/19 12:31,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",cupcakecrumbyum,0,FALSE,FALSE,NA,NA,,
153,Coughs and sneezes spread diseases! 🤧 If you get #flu help prevent it spreading by following 3 simple steps: Catc…,FALSE,1,NA,3/7/19 12:25,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",beatflu,0,FALSE,FALSE,NA,NA,,
154,Elevate the #Flu baseline,FALSE,1,NA,3/7/19 12:14,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",MackayIM,0,FALSE,FALSE,NA,NA,,
155,What’s the organism? 40-smthg yoM w/ #flu who p/w #pneumonia + #empyema growing this pathogen. Required VATS. Stain…,FALSE,13,NA,3/7/19 12:11,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",foamid,0,FALSE,FALSE,NA,NA,,
156,😷 what was the dominant #Flu type/subtype in QLD in years gone by? 2019: don't know 2018: A/H1N1 = A/H3N2 2017: A/H…,FALSE,3,MackayIM,3/7/19 12:07,TRUE,1.10E+18,1.10E+18,1352962327,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",MackayIM,2,FALSE,FALSE,NA,NA,,
157,"#discover the scientist whose research is preparing us for the next pandemic #flu ! In less than a week, come to me…",FALSE,13,NA,3/7/19 12:00,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Ingridole,4,FALSE,FALSE,NA,NA,,
158,#Influenza: what are the consequences of the disease? Experts from different parts of the world explain it in video…,FALSE,0,NA,3/7/19 11:52,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",SanofiBelgium,0,FALSE,FALSE,NA,NA,,
159,"#Flu in #Queensland. 😷 393 notifications to week beginning 25FEB2019 🤧 QLD 2019 total: 4,079 🔖year-to-date mean…",FALSE,0,NA,3/7/19 11:52,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",MackayIM,2,FALSE,FALSE,NA,NA,,
160,Well seeing it’s #WorldBookDay because I look and feel like one of the children from Under The Hawthorne Tree #flu #dossed,FALSE,0,NA,3/7/19 10:59,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",OfficialStevieC,0,FALSE,FALSE,NA,NA,,
161,"@lynie_mkp We’re sorry to hear you’re not feeling well today. Get some rest, stay hydrated and remember: your follo…",FALSE,0,lynie_mkp,3/7/19 10:53,TRUE,1.10E+18,1.10E+18,344592063,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",BestmedScheme,0,FALSE,FALSE,NA,NA,,
162,If you thought the #flu was going away.. think again. What are YOU seeing this week? #WhatsGoingAround #27Daybreak,FALSE,1,NA,3/7/19 10:50,FALSE,NA,1.10E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",AliLanyonABC27,1,FALSE,FALSE,NA,NA,,
163,"#Postnasal #drip occurs with the #cold or #ﬂu. When the body produces extra mucus, it may drip down from your #nose…",FALSE,0,NA,3/7/19 10:45,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",NisitaArabia,0,FALSE,FALSE,NA,NA,,
164,BCBS gives a pediatrician $400 per child who's got 100% of #vaccines (including #Flu) they recommend by age of 2.…,FALSE,6,NA,3/7/19 10:40,TRUE,NA,1.10E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,5,FALSE,FALSE,NA,NA,,
165,New paper feat work from MSc Medical Visualisation &amp; Human Anatomy student Naina Nair: Educational Material about I…,FALSE,3,NA,3/7/19 10:21,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",GSofASimVis,1,FALSE,FALSE,NA,NA,,
166,"So folks, I have now been signed off until Monday 👍 This morning I jazzed my porridge up with toasted seeds and nu…",FALSE,2,NA,3/7/19 9:34,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",LouiseScoular,1,FALSE,FALSE,NA,NA,,
167,"Latest weekly disease report from @hpscireland showing lots of cases of vaccine preventable disease including #Flu,…",FALSE,3,NA,3/7/19 9:30,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",HSEImm,3,FALSE,FALSE,NA,NA,,
168,"Sick, with the flu, go ahead with the miraculous soup! #flu #soup #soupe #zucchini #broth #chickenbroth #egg #eggs…",FALSE,0,NA,3/7/19 9:16,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",Cate2105,1,FALSE,FALSE,NA,NA,,
169,"Children born to women who had a severe #infection during #pregnancy, such as #sepsis, #flu or #pneumonia, show an…",FALSE,6,NA,3/7/19 9:10,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Vaccinologist,3,FALSE,FALSE,NA,NA,,
170,"In 2016 #CDC Acknowledged that \Nasal Spray\"" #Flu #Vaccine Did Not Work &amp; Should Not Be Used…""",FALSE,5,NA,3/7/19 9:01,TRUE,NA,1.10E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,4,FALSE,FALSE,NA,NA,,
171,MI Express Care Urgent Care - Canton on #Google: #CantonUrgentCare #MI…,FALSE,0,NA,3/7/19 7:42,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",MIExpressCare,0,FALSE,FALSE,NA,NA,,
173,"I have the #flu, and it #feels like I got hit by a #Boeing747 in the #face #ouch #fever #ineedwater",FALSE,6,NA,3/7/19 7:22,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",seth_irl,1,FALSE,FALSE,NA,NA,,
174,"19,698 #Flu cases across Australia over our 2018/19 summer months. Just FYI. 💠2017/18 summer: 9,256 💠2016/17: 8,043…",FALSE,0,NA,3/7/19 7:11,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",MackayIM,0,FALSE,FALSE,NA,NA,NA,NA
175,"\Anatomy of a Sick Mom\"" inspired by strain A of the flu", which I am currently fighting," alongside my kids. If any o…""",FALSE,1,NA,3/7/19 7:09,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",DGeekArt,0,FALSE,FALSE,,
176,Researchers are using artificial intelligence to make a better #flu vaccine,FALSE,1,NA,3/7/19 6:37,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",gabyreaidy,0,FALSE,FALSE,NA,NA,,
177,What flu prevention can teach us about pest control #theflu,FALSE,0,NA,3/7/19 5:54,FALSE,NA,1.10E+18,NA,"<a href=\https://www.socialjukebox.com\"" rel=\""nofollow\"">The Social Jukebox</a>""",RovePestControl,0,FALSE,FALSE,NA,NA,,
178,I'm sick. #flu 😷🤒,FALSE,0,NA,3/7/19 5:39,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Lovely_As_I_Am,0,FALSE,FALSE,NA,NA,,
179,"Amid a soaring number of #flu cases across #SanDiego County, doctors are warning of a new and aggressive strain of…",FALSE,4,NA,3/7/19 5:09,TRUE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",KPBSnews,2,FALSE,FALSE,NA,NA,,
180,Question of the day #flu #flushots #vaccinemade,FALSE,0,NA,3/7/19 5:07,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",icegirl1755,0,FALSE,FALSE,NA,NA,,
181,"#Flu season is in full effect. #Chiropractic care focuses on removing nerve interference, allowing the central nerv…",FALSE,0,NA,3/7/19 4:43,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",DrStevenBecker,0,FALSE,FALSE,NA,NA,,
182,Amazon mailed me ⁦Kleenex⁩ in a huge box... with bubble wrap. Because the only thing worse than having a cold is:…,FALSE,2,NA,3/7/19 4:37,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",joeljupp,0,FALSE,FALSE,NA,NA,,
183,All the rest #flu 😷,FALSE,0,NA,3/7/19 3:54,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Anna7nine,0,FALSE,FALSE,NA,NA,,
184,Yeah I know I pointed out diff in my last post. But let's go w/ what u just said: Point of 10-yr Danish Vx study wa…,FALSE,2,NA,3/7/19 2:58,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",CollChris,2,FALSE,FALSE,NA,NA,,
185,No fever for 48 hours but I still have the flu yo! #seanyo #seansvlogsyo #positivevibes #seansmarchprojectyo #yo…,FALSE,0,NA,3/7/19 2:41,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",CoolBrz24,0,FALSE,FALSE,NA,NA,,
